" A = 9           a/-kopt      b         c         d         g  Emin,MeV/nucleon
"     A1     9Li
     4.10   3.09   -20.        0.        0.        0.        0.        0.   ! ST
     5.10   3.09   -20.        0.        0.        0.        0.        0.   ! ST
     6.12   3.09   -20.        0.        0.        0.        0.        0.   ! ST
     6.13   3.09   -20.        0.        0.        0.        0.        0.   ! ST
     7.14   3.09   -20.        0.        0.        0.        0.        0.   ! ST
     7.15   3.09   -20.        0.        0.        0.        0.        0.   ! ST
     8.16   3.09   -20.        0.        0.        0.        0.        0.   ! ST
    10.20   3.09   -20.        0.        0.        0.        0.        0.   ! ST
    12.24   3.09   -20.        0.        0.        0.        0.        0.   ! ST
    14.28   3.09   -20.        0.        0.        0.        0.        0.   ! ST
"            9Be
     4.10   4.09   -20.        0.        0.        0.        0.        0.   ! ST
"    5.11   4.09    14.5      10.5       0.004     0.008    36.0      15.   ! A9
     6.12   4.09     6.10     10.1       0.001     1.621e-3 10.0      35.   ! A9
     8.16   4.09     4.20      5.96      1.406     1.474e-2 82.75     30.   ! A9
    10.20   4.09   -20.        0.        0.        0.        0.        0.   ! ST
"            9C
     6.12   6.09   -20.        0.        0.        0.        0.        0.   ! ST
     6.13   6.09   -20.        0.        0.        0.        0.        0.   ! ST
     7.14   6.09   -20.        0.        0.        0.        0.        0.   ! ST
     8.16   6.09   -20.        0.        0.        0.        0.        0.   ! ST
"
" A = 10          a/-kopt      b         c         d         g  Emin,MeV/nucleon
"     A1    10Be
     6.12   4.10     3.589    10.0       0.003     2.585e-3 250.5     15.   ! gt
     6.13   4.10     6.0      10.5       0.004     0.008    36.0      15.   ! ~
     8.16   4.10     2.08     10.12      0.008     0.002   240.0      15.   ! A9
    10.20   4.10   -20.        0.        0.        0.        0.        0.   ! ST
    14.28   4.10   -20.        0.        0.        0.        0.        0.   ! ST
"           10B
     7.15   5.10   -20.        0.        0.        0.        0.        0.   ! ST
"           10C
     7.15   6.10   -20.        0.        0.        0.        0.        0.   ! ST
"           10A
     6.12   0.10    21.0      14.2       0.571     2.086e-2 14.46     24.   ! gt
     6.13   0.10    15.0       7.164     0.815     0.226    20.8       6.   !est
     8.16   0.10    12.35      7.606     1.010     2.337e-2 87.95     30.   ! gt
"
" A = 11          a/-kopt      b         c         d         g  Emin,MeV/nucleon
"     A1    11Be
     6.13   4.11   -20.        0.        0.        0.        0.        0.   ! ST
     7.15   4.11   -20.        0.        0.        0.        0.        0.   ! ST
    10.20   4.11   -20.        0.        0.        0.        0.        0.   ! ST
    12.24   4.11   -20.        0.        0.        0.        0.        0.   ! ST
"           11B
     6.13   5.11   -20.        0.        0.        0.        0.        0.   ! ST
    10.20   5.11   -20.        0.        0.        0.        0.        0.   ! ST
"           11C
     6.13   6.11   -20.        0.        0.        0.        0.        0.   ! ST
    10.20   6.11   -20.        0.        0.        0.        0.        0.   ! ST
    12.24   6.11   -20.        0.        0.        0.        0.        0.   ! ST
"           11A
"    6.12   0.11    58.32     18.792     0.010     5.872e-2 94.17     15.   ! gt







